,0,1,2,3,4
0,40,0.025,0.0004949569702148438,True,0.9999941758712168
1,40,0.14036774610288022,0.0008299350738525391,True,0.9999941758712168
2,40,0.10218657103125847,0.0007381439208984375,True,1.0
3,40,0.16189333577415993,0.00138092041015625,True,1.0
4,40,0.14826843343907217,0.005814075469970703,True,0.9999767040954168
5,40,0.1175109929535273,0.0006949901580810547,True,1.0
6,40,0.1542481250360578,0.0012211799621582031,True,0.9999941758712168
7,40,0.14181063354928738,0.00494074821472168,True,1.0
8,40,0.15,0.0011591911315917969,True,1.0
9,40,0.06462406251802891,0.0006358623504638672,True,1.0
10,41,0.1440705023319151,0.00683903694152832,True,0.9999941758712168
11,41,0.1397053769405658,0.002115964889526367,True,0.9999941758712168
12,41,0.13234792084639263,0.001135110855102539,True,0.9999475865040712
13,41,0.13234792084639263,0.0024170875549316406,True,0.9999941758712168
14,41,0.12083405635089939,0.0009357929229736328,True,0.9999941758712168
15,41,0.16409562084300486,0.0014948844909667969,True,0.9999941758712168
16,41,0.08102263646066737,0.0006418228149414062,True,1.0
17,41,0.13621859757856478,0.0012090206146240234,True,1.0
18,41,0.09969421564025217,0.002553701400756836,True,0.9999941758712168
19,41,0.1376550290188957,0.006615161895751953,True,0.9999941758712168
20,42,0.18664770924040341,0.005331993103027344,True,0.9999941758712168
21,42,0.16557610262825892,0.001744985580444336,True,0.9999941758712168
22,42,0.09302120465734569,0.0009930133819580078,True,1.0
23,42,0.147376775211429,0.0013017654418945312,True,0.9999941758712168
24,42,0.17837745467451607,0.002635955810546875,True,0.9999475865040712
25,42,0.15784182428760976,0.0018858909606933594,True,0.9999941758712168
26,42,0.15569425740733406,0.00185394287109375,True,0.9999941758712168
27,42,0.0881057075747879,0.0006608963012695312,True,0.9999941758712168
28,42,0.1758024831541441,0.0024709701538085938,True,0.9999941758712168
29,42,0.1168307284668695,0.0011518001556396484,True,0.9999941758712168
30,43,0.14440589222392908,0.001645803451538086,True,0.9999941758712168
31,43,0.149835895252296,0.0017473697662353516,True,0.9999941758712168
32,43,0.0,0.0011169910430908203,True,0.9999941758712168
33,43,0.12771751386813196,0.006781101226806641,True,0.9999941758712168
34,43,0.09302325581395349,0.0057830810546875,True,0.9999941758712168
35,43,0.09697500003354215,0.002694845199584961,True,0.9999941758712168
36,43,0.13846968163690407,0.004121065139770508,True,0.9999941758712168
37,43,0.1505984518829395,0.0014541149139404297,True,0.9999941758712168
38,43,0.14659955228318844,0.0018150806427001953,True,1.0
39,43,0.023255813953488372,0.0008740425109863281,True,1.0
40,44,0.08147642047093537,0.0006830692291259766,True,0.9999941758712168
41,44,0.18568011366914347,0.004405021667480469,True,0.9999767040954168
42,44,0.11259537069061079,0.004447221755981445,True,0.9999941758712168
43,44,0.16429133387490638,0.022429943084716797,True,0.9999767040954168
44,44,0.13478948494461107,0.007412910461425781,True,1.0
45,44,0.13532264341788353,0.008729934692382812,True,0.9999941758712168
46,44,0.17081135996100097,0.0027217864990234375,True,0.9999941758712168
47,44,0.18194601248167908,0.0037660598754882812,True,0.9999941758712168
48,44,0.06380352095585463,0.00066375732421875,True,1.0
49,44,0.11152024080928452,0.001210927963256836,True,0.9999475865040712
50,45,0.10795513322505715,0.0009610652923583984,True,0.9999941758712168
51,45,0.14166754291882055,0.001779317855834961,True,1.0
52,45,0.15267477154629788,0.0022270679473876953,True,0.9999941758712168
53,45,0.12667643818091315,0.006144046783447266,True,0.9999941758712168
54,45,0.14764124866166053,0.0016567707061767578,True,1.0
55,45,0.11209764709685452,0.0012497901916503906,True,0.9999941758712168
56,45,0.11576563034731001,0.0013439655303955078,True,0.9999941758712168
57,45,0.15580505012051676,0.002198934555053711,True,0.9999941758712168
58,45,0.08223199373646871,0.0008320808410644531,True,1.0
59,45,0.15678405412224866,0.0022051334381103516,True,1.0
60,46,0.1123896739443981,0.0009570121765136719,True,0.9999941758712168
61,46,0.13187150414038634,0.001626729965209961,True,0.9999941758712168
62,46,0.15041007037553467,0.012253999710083008,True,0.9999941758712168
63,46,0.16537674595107849,0.002496957778930664,True,1.0
64,46,0.1434763661345028,0.0018839836120605469,True,0.9999941758712168
